State,Action,NextState
[ 0.9787465  -0.20507406 -0.29739562],[-1.087776],[ 0.9719862  -0.23503809 -0.61436754]
[ 0.85379374  0.5206114  -0.31135988],[1.3835022],[0.84624535 0.5327934  0.286624  ]
[0.6214247  0.7834739  0.23064026],[-1.0531306],[0.5952253 0.8035589 0.6602761]
[ 0.9356326  -0.35297543 -0.7646443 ],[1.5990286],[ 0.9209732  -0.38962597 -0.7895216 ]
[-0.16433607  0.9864044   0.18302184],[0.43684506],[-0.21286134  0.97708243  0.98835194]
[ 0.9839732  -0.17831649  0.4821166 ],[0.09693769],[ 0.9870467  -0.16043293  0.3629199 ]
[-0.56246716 -0.8268196   0.61712337],[1.6846503],[-0.55210054 -0.83377755  0.24970618]
[-0.23291427  0.9724973   0.22351351],[-1.9456197],[-0.26492435  0.9642692   0.6610435 ]
[-0.5130928 -0.8583331 -0.8834776],[1.3833994],[-0.56857294 -0.82263285 -1.3197175 ]
[ 0.5777093  -0.8162426   0.51969147],[-1.7823167],[ 0.5629308 -0.826504  -0.359838 ]
[-0.8715639   0.49028188 -0.8484831 ],[-0.32775384],[-0.8582686   0.5132007  -0.52993476]
[-0.7887405  -0.6147263   0.95531535],[1.5740379],[-0.7657705 -0.6431139  0.7303763]
[-0.6136069   0.78961164  0.88667506],[1.3502053],[-0.6777448  0.7352972  1.6814146]
[-0.9800663  -0.19867058  0.18149932],[-1.9860098],[-0.98261636 -0.18564774 -0.26540512]
[-0.3727744   0.927922   -0.91060656],[1.1952015],[-0.3711321   0.9285801  -0.03538482]
[0.2850753  0.95850515 0.10652217],[1.7765127],[0.23234804 0.9726327  1.0918779 ]
[ 0.55434346 -0.832288   -0.73957235],[1.4274276],[ 0.5056112  -0.86276144 -1.1496742 ]
[-0.66781   -0.7443318 -0.5221717],[-1.342157],[-0.7141086 -0.7000349 -1.281744 ]
[-0.9989416  -0.04599643  0.08350559],[-0.68798625],[-0.99906254 -0.04328965 -0.05418967]
[ 0.8910893  -0.453828   -0.57838494],[-1.2514858],[ 0.8646312 -0.5024071 -1.1064788]
[ 0.43335927 -0.9012213  -0.13336737],[-0.02183311],[ 0.39639696 -0.9180792  -0.8125583 ]
[ 0.48217934 -0.8760725  -0.2570848 ],[1.5282682],[ 0.45190147 -0.89206785 -0.6848989 ]
[ 0.9969842  -0.07760508  0.55462426],[-0.36076936],[ 0.9984565  -0.05553935  0.44230503]
[-0.62327874 -0.7819997   0.01045474],[-0.8174086],[-0.6502104 -0.7597542 -0.6986563]
[-0.54061353  0.84127104 -0.03442767],[-0.10589688],[-0.5648061  0.8252236  0.5806411]
[ 0.22787037 -0.97369146 -0.7559692 ],[-0.43741238],[ 0.15170941 -0.98842514 -1.5518497 ]
[ 0.9989669  -0.04544387  0.33966014],[1.8091836],[ 0.999862   -0.01661102  0.5769548 ]
[ 0.89805186  0.43988958 -0.04025514],[-1.0785539],[0.8952209  0.44562262 0.12787895]
[-0.39564914 -0.9184017   0.5730567 ],[0.88389516],[-0.3948757  -0.91873455  0.01683969]
[-0.28027546  0.95991963  0.0326436 ],[-0.5874225],[-0.31200683  0.95007986  0.66446996]
[ 0.7655235   0.64340794 -0.9504387 ],[1.2990196],[ 0.77423537  0.6328978  -0.27302977]
[-0.39670062 -0.91794807  0.69989383],[1.854636],[-0.38336632 -0.9235964   0.2896282 ]
[-0.97557205  0.21967974 -0.14339812],[-0.6877678],[-0.97466534  0.22366814 -0.08180348]
[ 0.96996903  0.24322851 -0.2934174 ],[-1.0582459],[ 0.97316104  0.23012516 -0.2697329 ]
[-0.9897239  -0.14299153 -0.48108572],[-1.2228687],[-0.9945035  -0.10470311 -0.7717596 ]
[-0.37146106 -0.92844856  0.64802474],[-0.0073216],[-0.37375364 -0.927528   -0.04940993]
[-0.7845297   0.62009126 -0.4981524 ],[1.2687764],[-0.7893803  0.6139045  0.1572325]
[-0.23084442  0.9729907   0.19883505],[0.2824215],[-0.27778974  0.9606419   0.97094125]
[ 0.9812936  -0.19251706  0.6385932 ],[1.7639751],[ 0.9878898  -0.15515707  0.7588017 ]
[-0.06299572  0.9980138   0.20884514],[-0.08580679],[-0.1100384   0.99392736  0.9444845 ]
[-0.5301716  0.8478904  0.9505196],[1.4753952],[-0.6045416  0.7965736  1.8077466]
[ 0.27032828  0.9627682  -0.2922542 ],[-0.5699641],[0.2537137  0.9672794  0.34432733]
[-0.706291    0.70792156  0.366265  ],[-1.9276341],[-0.7274843  0.6861243  0.6080611]
[ 0.9312514  -0.36437726  0.01534303],[0.97797596],[ 0.9292103  -0.3695514  -0.11124353]
[ 0.47396874 -0.8805417   0.18823154],[-1.0326098],[ 0.44613242 -0.89496696 -0.6270662 ]
[-0.6706222  -0.74179906 -0.7390885 ],[-0.6120473],[-0.72042125 -0.69353676 -1.3872448 ]
[ 0.9011706   0.43346456 -0.17664579],[-0.1940093],[0.89856786 0.43883458 0.11935122]
[-0.7867188  -0.6173116   0.66304183],[-0.15511647],[-0.78123134 -0.6242416   0.17679071]
[ 0.1506474  -0.98858756 -0.03086052],[1.4157088],[ 0.12291425 -0.9924173  -0.55994487]
[-0.57829696  0.81582636  0.45851895],[0.07287267],[-0.62153894  0.7833833   1.0813196 ]
[0.99337286 0.11493655 0.5391418 ],[0.9410964],[0.98823947 0.15291427 0.76650864]
[-0.7183993  -0.69563097  0.5943624 ],[-1.2826592],[-0.7225518  -0.6913168  -0.11975974]
[ 0.72149     0.69242483 -0.14991404],[-1.639513],[0.71720135 0.696866   0.12347761]
[-0.7125686   0.70160246 -0.7262006 ],[1.6086547],[-0.71401584  0.70012957  0.04129947]
[-0.8768426   0.48077753  0.48795414],[-1.0229026],[-0.8930192   0.45001858  0.6951019 ]
[-0.03806598 -0.9992752  -0.0354242 ],[-0.99398994],[-0.08467263 -0.9964088  -0.9339791 ]
[ 0.99835443  0.05734459 -0.5384378 ],[1.6736889],[ 0.9989806   0.04514192 -0.24437599]
[-0.9573121   0.28905633  0.3419674 ],[-1.9966851],[-0.96097857  0.2766229   0.25925687]
[-0.63054603  0.77615184  0.36955482],[-0.3260763],[-0.66492575  0.74690944  0.9027572 ]
[ 0.6068423  -0.7948223  -0.70424336],[-1.4674621],[ 0.5447221 -0.8386166 -1.5204793]
[0.9951843  0.09802148 0.868941  ],[-1.3602496],[0.9908879  0.13468952 0.73841965]
[0.6548954  0.75571954 0.90243876],[0.43369284],[0.5950518  0.80368733 1.5342823 ]
[-0.9416921   0.33647582  0.8693189 ],[-0.95348394],[-0.957023    0.29001194  0.9786532 ]
[ 0.323866    0.946103   -0.37814933],[0.47605386],[0.30474538 0.9524339  0.40283597]
[ 0.83461577  0.55083257 -0.62687016],[0.0255083],[ 0.8403512   0.54204226 -0.20991951]
[-0.6081788  -0.79380006  0.8249059 ],[-1.5352705],[-6.0820794e-01 -7.9377776e-01 -7.3477632e-04]
[-0.07733259 -0.99700534 -0.92849064],[-1.4263968],[-0.17107444 -0.9852581  -1.8902042 ]
[ 0.9903739  -0.13841802 -0.70877725],[-1.1205317],[ 0.98239917 -0.18679371 -0.9806705 ]
[-0.4293343 -0.9031457  0.6336577],[-0.61973435],[-0.4354955  -0.9001909  -0.13666168]
[ 0.6819849  -0.7313662   0.48715752],[-0.7685152],[ 0.67549884 -0.7373611  -0.17664441]
[-0.63698584 -0.7708755  -0.61104137],[-0.38493946],[-0.6837788 -0.7296893 -1.246939 ]
[ 0.9108147  -0.4128154   0.15765676],[0.7905447],[ 0.9101246  -0.41433465 -0.0333731 ]
[-0.5621262   0.82705146  0.11970484],[-1.9534837],[-0.58046776  0.81428325  0.44697088]
[-0.99998623 -0.00525293 -0.37177005],[-1.8451588],[-0.99962544  0.0273678  -0.6524836 ]
[ 0.78084046  0.6247305  -0.05750736],[-0.38048366],[0.76966196 0.6384516  0.353968  ]
[-0.47834563 -0.8781717  -0.343041  ],[-1.5938817],[-0.5318702 -0.8468259 -1.240752 ]
[ 0.91065747 -0.41316217 -0.15997541],[1.73911],[ 0.9062907  -0.42265493 -0.20898053]
[-0.70087206 -0.713287   -0.85013664],[-0.0562938],[-0.7488311  -0.66276085 -1.393546  ]
[ 0.83230346  0.5543203  -0.3535697 ],[0.9759949],[0.8264776  0.5629697  0.20856978]
[-0.9950929  -0.09894449  0.07630075],[-0.2550175],[-0.9952702  -0.09714519 -0.03616025]
[ 0.46391052  0.8858821  -0.8395775 ],[0.581619],[ 0.4678005   0.8838341  -0.08792307]
[-0.832672   -0.5537665  -0.37742534],[1.4897498],[-0.84809524 -0.52984387 -0.5692877 ]
[-0.9337496   0.35792685 -0.664982  ],[0.72588396],[-0.92850524  0.37131923 -0.28765428]
[-0.77391386  0.6332909   0.37623549],[-1.9721435],[-0.79119915  0.6115586   0.55538213]
[ 0.26108998 -0.96531445  0.94617796],[1.4785566],[ 0.2824527  -0.9592812   0.44397563]
[-0.98786366  0.15532368 -0.3429304 ],[1.2093717],[-0.9875114   0.15754755 -0.04503189]
[ 0.48299423  0.8756235  -0.98400545],[-0.8349676],[ 0.5026813   0.8644718  -0.45253292]
[-0.67603946  0.7368654   0.11687586],[-0.8815897],[-0.6955885   0.71844035  0.53728646]
[0.76610553 0.6427148  0.320342  ],[-1.4065765],[0.7467686  0.66508394 0.5913916 ]
[-0.16219874 -0.9867581   0.19835183],[1.5812304],[-0.17720433 -0.9841741  -0.3045322 ]
[0.21961048 0.9755876  0.4731793 ],[-1.8275934],[0.17398864 0.98474765 0.930731  ]
[ 0.65659964  0.75423926 -0.5262438 ],[-0.47303185],[ 0.6577875  0.7532036 -0.0315191]
[ 0.49610022  0.8682653  -0.55087036],[-0.6968282],[ 0.49628234  0.8681612  -0.00419565]
[ 0.28840658 -0.957508   -0.26816088],[-1.95207],[ 0.22662114 -0.973983   -1.2791024 ]
[-0.3817443  -0.92426795 -0.27710634],[-0.0476445],[-0.42644197 -0.9045149  -0.977454  ]
[-0.2492767 -0.9684323  0.6912459],[-0.57687235],[-0.25516057 -0.9668987  -0.12160919]
[0.93611455 0.35169527 0.2356832 ],[-1.2542039],[0.9305268  0.3662238  0.31132406]
[ 0.54729104  0.8369424  -0.45494068],[-1.5857575],[ 0.5500123   0.83515656 -0.06509753]
[0.13239396 0.99119717 0.5759425 ],[0.60390264],[0.06224725 0.99806076 1.4099258 ]
[0.06979747 0.99756116 0.89106333],[0.48171088],[-0.01571963  0.99987644  1.7114909 ]
[-0.8119739  -0.58369374 -0.80090946],[-0.9165726],[-0.8501838  -0.52648604 -1.3761656 ]
[ 0.70941246  0.7047936  -0.75280464],[-1.0689387],[ 0.7228319  0.6910239 -0.3845503]
[0.24918494 0.9684559  0.5347141 ],[-0.58813685],[0.19199717 0.9813955  1.1728355 ]
[ 0.9735389  -0.22852147 -0.03633577],[-0.9240981],[ 0.96943575 -0.2453452  -0.34634158]
[ 0.1047904 -0.9944943 -0.9663248],[1.2057548],[ 0.02841269 -0.9995963  -1.5313324 ]
[0.12137177 0.9926071  0.31351644],[-0.13399102],[0.06972149 0.9975665  1.0378731 ]
[-0.9570232   0.29001135 -0.4488586 ],[-1.3657372],[-0.9504708   0.3108139  -0.43621066]
[0.73233837 0.6809409  0.9912338 ],[0.22417635],[0.67795074 0.7351073  1.535566  ]
[-0.4852481  -0.87437654  0.46842405],[-0.45602095],[-0.4963897  -0.8680998  -0.25576147]
[-0.28457198 -0.9586547   0.7173388 ],[-0.02724014],[-0.28484702 -0.958573   -0.00573825]
[-0.19205646  0.98138386 -0.72892237],[-0.14235276],[-0.19135779  0.98152035 -0.01423735]
[-0.98891294 -0.14849663 -0.7405819 ],[-0.36678872],[-0.9946281  -0.10351349 -0.9069727 ]
[ 0.17271157  0.9849724  -0.01305724],[0.04582905],[0.13652688 0.99063635 0.73254645]
[0.26301804 0.96479094 0.07060114],[1.989986],[0.20994082 0.9777141  1.0926923 ]
[-0.89364445  0.44877568  0.23534217],[0.9651186],[-0.909149    0.41647103  0.71669173]
[ 0.8225832  -0.5686448  -0.03682039],[1.2771667],[ 0.8147816  -0.57976794 -0.271729  ]
[ 0.99944353 -0.03335566  0.98379034],[-1.0292848],[0.9999765  0.00685715 0.8043809 ]
[ 0.4076406  -0.91314244  0.5243719 ],[0.00340054],[ 0.40032366 -0.9163738  -0.1599748 ]
[ 0.99476254  0.1022132  -0.53376204],[-1.5196891],[ 0.9976794   0.06808653 -0.68505555]
[-0.20515935  0.9787286  -0.48721415],[1.744889],[-0.22997773  0.9731959   0.50856566]
[ 0.48201486 -0.87616307  0.6538943 ],[1.2747786],[ 0.4902289  -0.8715937   0.18798882]
[-0.6816133   0.7317126   0.79115796],[-0.18324533],[-0.7281288   0.68544036  1.3124555 ]
[ 0.8447502  -0.53516084 -0.34014776],[-0.1780616],[ 0.82357585 -0.5672061  -0.7682276 ]
[-0.86543554  0.50102025  0.32709864],[-1.1305171],[-0.8784857   0.47776866  0.5332863 ]
[ 0.6477962   0.7618137  -0.37719193],[-1.0238779],[0.6462489  0.7631267  0.04058664]
[ 0.3205149  -0.94724345  0.07308958],[1.6555115],[ 0.30203074 -0.9532982  -0.3890163 ]
[ 0.9472315  -0.32055044 -0.6126449 ],[0.06688209],[ 0.9328825  -0.36018088 -0.8430254 ]
[ 0.95237803 -0.30491984  0.05669476],[-1.0753348],[ 0.9471646  -0.3207479  -0.33329535]
[ 0.9066696   0.42184144 -0.1177358 ],[-0.85091406],[0.9051662  0.42505783 0.07100818]
[-0.88699836 -0.46177262 -0.53516775],[-1.2371185],[-0.9103616  -0.41381374 -1.067065  ]
[-0.20496157  0.97877     0.43123993],[1.7074282],[-0.27394834  0.9617444   1.4214317 ]
[-0.89413035  0.4478068  -0.581525  ],[0.68532974],[-0.89090866  0.45418257 -0.14287049]
[-0.93487823  0.35496858  0.49013853],[0.01782886],[-0.94767356  0.31924102  0.7590393 ]
[ 0.2539834  -0.96720856 -0.20884873],[-0.03313366],[ 0.20829876 -0.97806525 -0.9392252 ]
[-0.30240327  0.9531801  -0.21034348],[-1.3092521],[-0.31705308  0.94840777  0.30815375]
[ 0.962926    0.26976576 -0.96464384],[-0.49550653],[ 0.9733652   0.22926012 -0.8366455 ]
[0.65897256 0.752167   0.41508186],[0.7172286],[0.61714756 0.7868474  1.0867914 ]
[-0.9143898   0.404835    0.17479555],[0.61573434],[-0.9255695   0.3785778   0.57078195]
[-0.9506364 -0.3103071  0.7162611],[-0.4995701],[-0.94409895 -0.32966226  0.40859523]
[-0.17886306  0.98387396  0.52278554],[-0.7301353],[-0.23516595  0.97195524  1.1511707 ]
[-0.26078913  0.9653958  -0.82948464],[0.21186198],[-0.25723186  0.9663497  -0.0736585 ]
[-0.05727323 -0.99835855 -0.718957  ],[0.6993936],[-0.12511668 -0.992142   -1.3628169 ]
[-0.64208806  0.7666309   0.58312124],[0.983498],[-0.6907312   0.72311157  1.3056191 ]
[0.1868277  0.98239267 0.53390676],[-1.6240684],[0.13615324 0.9906878  1.027091  ]
[ 0.9750501  -0.22198497  0.92208534],[1.9562193],[ 0.9853472  -0.17056032  1.0490295 ]
[-0.6056913  0.7956997  0.7775168],[-0.445223],[-0.6563796   0.75443083  1.3075081 ]
[-0.7918806   0.610676    0.28437057],[-0.7516437],[-0.8107101   0.58544785  0.629631  ]
[ 0.42938504 -0.90312153  0.05555543],[-0.31730735],[ 0.39892355 -0.9169842  -0.6693818 ]
[-0.9954589 -0.0951925 -0.6764507],[-0.23763257],[-0.99842334 -0.05613284 -0.78349   ]
[ 0.8795888   0.4757348  -0.50312954],[0.70505005],[ 0.880552    0.47394955 -0.04057095]
[ 0.5727981 -0.8196965 -0.3927748],[-1.0842096],[ 0.5238857 -0.8517885 -1.1701787]
[0.9031395  0.42934725 0.01875432],[0.2960307],[0.894704   0.44665962 0.38516936]
[ 0.15634573 -0.98770237  0.6118698 ],[-1.6574746],[ 0.1376747  -0.9904775  -0.37752816]
[-0.85268265  0.52242917 -0.4666091 ],[0.8704807],[-0.8541365  0.5200488  0.0557849]
[-0.9998109   0.01944695 -0.04106151],[-1.0439897],[-0.999591    0.02859802 -0.18307474]
[-0.64783615  0.7617797   0.4723698 ],[-1.7981436],[-0.676824    0.7361449   0.77398306]
[-0.995776   -0.09181613  0.2817055 ],[-1.6565102],[-0.995938   -0.09004185 -0.03563314]
[0.66138244 0.7500488  0.07880843],[0.32906815],[0.6350901  0.77243805 0.6907053 ]
[-0.08210172  0.99662393  0.42469257],[0.71011066],[-0.14560859  0.9893423   1.2786771 ]
[ 0.79384416  0.6081213  -0.25681263],[1.7531122],[0.7795783  0.62630475 0.46224517]
[0.942434   0.33439216 0.06674934],[-1.837576],[0.9417313  0.33636618 0.04190706]
[-0.8917147   0.45259795  0.6699978 ],[0.90456563],[-0.9161535   0.40082765  1.1451311 ]
[ 0.94564295  0.3252067  -0.6152487 ],[0.6933769],[ 0.94990534  0.31253776 -0.2673371 ]
[-0.9660884  -0.2582115  -0.04084132],[-0.25839108],[-0.96952605 -0.24498819 -0.2732586 ]
[0.9022625  0.43118712 0.7029457 ],[0.04789138],[0.87878597 0.4772161  1.0335197 ]
[-0.50245994 -0.8646005  -0.42281383],[-0.18672678],[-0.54919887 -0.8356917  -1.0992732 ]
[-0.92357135  0.3834266  -0.75983167],[-0.7655175],[-0.9119198   0.4103685  -0.58708936]
[-0.13716047 -0.99054885  0.9506442 ],[0.40643144],[-0.12384059 -0.9923021   0.2686973 ]
[0.10975252 0.99395895 0.33992144],[0.56858313],[0.05141747 0.99867725 1.1706781 ]
[ 0.92198175 -0.38723326  0.11877684],[1.2086753],[ 0.92216855 -0.38678822  0.00965318]
[ 0.7523116  -0.65880746  0.39069542],[-0.9536178],[ 0.74413645 -0.66802764 -0.24645284]
[-0.11125291  0.9937921  -0.9915801 ],[1.9621052],[-0.11364165  0.9935218   0.04807973]
[-0.56129575 -0.8276153  -0.50970316],[0.76781195],[-0.6025662 -0.7980689 -1.0152428]
[ 0.9990564   0.04343164 -0.85011053],[0.26963803],[ 0.99998945  0.00459073 -0.7770911 ]
[ 0.6283264   0.7779498  -0.17721654],[1.9928622],[0.600512   0.79961574 0.70517516]
[-0.9562282  -0.29262194  0.90147394],[0.34189868],[-0.9448591  -0.32747716  0.7332923 ]
[-0.4836547   0.8752589   0.99689513],[0.83941686],[-0.5595047  0.8288272  1.7792518]
[-0.11219919  0.9936857   0.09809664],[-1.4195926],[-0.14346035  0.9896561   0.63042206]
[-0.03001222  0.9995495  -0.59585214],[-0.80758405],[-0.03164506  0.99949914  0.03267239]
[ 0.97302383  0.23070464 -0.03276043],[-1.630381],[ 0.9742136   0.22562774 -0.1042891 ]
[-0.85981315  0.5106088   0.1563788 ],[0.9604149],[-0.8767553   0.48093674  0.68339765]
[0.8860671  0.463557   0.63048047],[1.3928441],[0.8570091 0.5153012 1.1870748]
[-0.69035435 -0.7234714  -0.80536675],[1.0015194],[-0.73241746 -0.6808558  -1.1977425 ]
[0.94705784 0.32106295 0.27291563],[-1.0046144],[0.94107455 0.3381992  0.3630207 ]
[-0.9186156  -0.39515233  0.44997415],[0.34830403],[-0.9144998  -0.40458634  0.2058555 ]
[0.8954702  0.44512144 0.6625615 ],[-1.8984416],[0.87906855 0.47669542 0.71163636]
[-0.16271248  0.98667353  0.41105857],[-0.07130905],[-0.21867609  0.9757975   1.1403674 ]
[-0.05096162 -0.9987006  -0.19810195],[-1.8246061],[-0.11179046 -0.9937318  -1.2208183 ]
[0.83653563 0.5479125  0.14066905],[1.4079717],[0.815035   0.57941175 0.7627992 ]
[-0.84622645  0.53282344  0.42844233],[-1.361336],[-0.8624324  0.5061722  0.6238595]
[-0.6448598 -0.7643009  0.6603264],[-1.4831705],[-0.65001833 -0.7599185  -0.13537483]
[-0.46701083  0.8842516   0.52004874],[0.37573293],[-0.5208848   0.85362697  1.2395974 ]
[-0.77207726  0.6355287   0.96936727],[-1.3279431],[-0.8101713   0.58619314  1.2468224 ]
[ 0.99999934 -0.00115235  0.68885714],[0.24865496],[0.9993836  0.03510499 0.72529113]
[0.63744944 0.7704922  0.9650282 ],[0.7186641],[0.5717592  0.82042146 1.650697  ]
[-0.89653885 -0.44296515  0.0059808 ],[1.4841594],[-0.8988218  -0.4383143  -0.10361917]
[ 0.49801776 -0.8671668  -0.00171986],[0.2717307],[ 0.47128278 -0.88198215 -0.6113354 ]
[0.9869301  0.16114904 0.38711396],[-1.4814755],[0.984527  0.1752331 0.2857544]
[-0.997754   -0.06698515 -0.03925953],[1.9193045],[-0.9970404  -0.07687928  0.19839728]
[0.97921735 0.20281354 0.03890565],[0.10211439],[0.97707295 0.2129048  0.20633297]
[-0.47580957  0.8795483  -0.1365961 ],[1.0560048],[-0.5054967   0.86282855  0.68146586]
[-0.918296    0.3958946   0.15389201],[-0.05556824],[-0.9268292   0.3754831   0.44247773]
[-0.9678118 -0.251675   0.0598864],[-0.37107423],[-0.97009265 -0.24273488 -0.184531  ]
[ 0.88567495  0.46430576 -0.6097489 ],[1.184483],[ 0.8876137   0.46058863 -0.08384713]
[-0.9993757  -0.03532929  0.5013446 ],[1.266863],[-0.99764925 -0.06852675  0.66487706]
[-0.99991125 -0.01332192  0.03135974],[1.9296257],[-0.9995835  -0.02885892  0.31081215]
[-0.85869825 -0.5124816   0.5800356 ],[1.6266673],[-0.84722537 -0.5312336   0.43967456]
[-0.812324   -0.5832064   0.90255886],[-1.57984],[-0.8056175  -0.592436    0.22817807]
[-0.78222376  0.6229976  -0.75476766],[-0.3746103],[-0.77140224  0.63634783 -0.34371102]
[ 0.97356963 -0.22839028 -0.36408168],[-0.5817649],[ 0.9659888  -0.25858384 -0.6226391 ]
[-0.01761606 -0.99984485 -0.95866805],[-1.9909989],[-0.11770356 -0.9930488  -2.0072014 ]
[ 0.6324689 -0.7745858  0.8707744],[-0.5841608],[ 0.6402679  -0.7681517   0.20221095]
[-0.96296996  0.26960865 -0.50556904],[0.8140161],[-0.960487    0.27832484 -0.18126014]
[-0.9996245   0.02740237 -0.08816081],[-1.9265174],[-0.99897707  0.04521971 -0.35658664]
[ 0.9522699   0.30525723 -0.8428428 ],[1.0038706],[ 0.95908535  0.28311706 -0.46331933]
[ 0.2606166  -0.96544236 -0.31518844],[0.08670742],[ 0.21075535 -0.9775388  -1.0262641 ]
[ 0.13384698 -0.991002   -0.9703015 ],[-1.6426756],[ 0.03624423 -0.999343   -1.9599544 ]
[ 0.02432248 -0.9997042  -0.06494524],[0.08267777],[-0.01579055 -0.9998753  -0.80232173]
[ 0.4259551   0.9047443  -0.50358886],[-0.6201852],[0.42224473 0.90648186 0.08194157]
[-0.96122575 -0.2757626   0.39370805],[-0.27963156],[-0.9592021  -0.28272137  0.14494136]
[-0.95202947 -0.30600637 -0.49728423],[-0.7378511],[-0.9640047  -0.26588514 -0.83746666]
[-0.9999427   0.0107041  -0.35923624],[-1.3121259],[-0.9992741   0.03809644 -0.54802704]
[-0.27378836 -0.96178997 -0.12717596],[0.0048564],[-0.3143     -0.9493237  -0.84778994]
[0.99998283 0.00585448 0.20812064],[1.8850936],[0.99953127 0.0306135  0.49527553]
[-0.99243057 -0.12280695 -0.00988753],[-0.1872441],[-0.9932083  -0.11634967 -0.13007936]
[-0.11585963  0.99326557  0.82625884],[1.0402381],[-0.20110182  0.9795703   1.7272438 ]
[ 0.8908692   0.45425987 -0.10730725],[1.3290628],[0.8808325 0.4734281 0.4327471]
[-0.9951867  -0.09799712 -0.21666095],[1.396748],[-0.99557376 -0.09398341 -0.0806466 ]
[-0.73755175 -0.6752906  -0.74687856],[1.1234331],[-0.7730779 -0.6343111 -1.0848315]
[-0.9073392   0.42039934 -0.44028965],[-1.8067435],[-0.8988379   0.43828115 -0.39600167]
[-0.8097448 -0.5867822  0.6340312],[-0.71465576],[-0.80719215 -0.5902888   0.08674613]
[-0.89413464  0.44779822 -0.2146945 ],[-1.7882546],[-0.8908173   0.4543617  -0.14708401]
[-0.43864596 -0.89865994  0.6347461 ],[1.8553567],[-0.42787343 -0.90383863  0.2390546 ]
[-0.2791984   0.96023345  0.07437924],[-1.1818837],[-0.308697    0.95116043  0.6172718 ]
[ 0.8597145  -0.51077485 -0.21650043],[-1.6744455],[ 0.8372163  -0.54687184 -0.8507484 ]
[-0.28806987  0.9576094  -0.5077901 ],[-1.2924982],[-0.2888618   0.9573708   0.01654225]
[ 0.9912068  -0.13232188 -0.6584987 ],[-1.5210242],[ 0.9834826  -0.18100259 -0.9858937 ]
[ 0.5537873  -0.8326582  -0.08461621],[1.842848],[ 0.53564525 -0.8444431  -0.43268263]
[-0.9496602  -0.31328186 -0.60796297],[-0.4864722],[-0.9630062  -0.26947916 -0.91589516]
